path,transcription,action,object,location
wavs/speakers/xEYa2wgAQof3wyEO/2d6cde40-453a-11e9-b1e4-e5985dca719e.wav,Decrease the temperature in the bedroom,decrease,heat,bedroom
wavs/speakers/DMApMRmGq5hjkyvX/9b185140-45da-11e9-81ce-69b74fd7e64e.wav,Turn up the heat,increase,heat,none
wavs/speakers/g2dnA9Wpvzi2WAmZ/37ed2b90-4549-11e9-aa52-bf2189a03a60.wav,Decrease the heating in the washroom,decrease,heat,washroom
wavs/speakers/kNnmb7MdArswxLYw/393aae60-45f2-11e9-aa19-e96346c3828f.wav,Turn up the heat,increase,heat,none
wavs/speakers/WYmlNV2rDkSaALOE/7f861580-4435-11e9-beaa-1f3e1eab7bff.wav,I need to practice my English. Switch the language,change language,English,none
wavs/speakers/EExgNZ9dvgTE3928/b636c870-4612-11e9-bc65-55b32b211b66.wav,Switch on the washroom lights,activate,lights,washroom
wavs/speakers/jgxq52DoPpsR9ZRx/b6d6a510-4519-11e9-9035-7943ec3b842a.wav,Turn the lights off,deactivate,lights,none
wavs/speakers/n5XllaB4gZFwZXkBz/b593f130-45f0-11e9-aa19-e96346c3828f.wav,Kitchen heat down,decrease,heat,kitchen
wavs/speakers/Gym5dABePPHA8mZK9/7d0cec50-45ef-11e9-aa19-e96346c3828f.wav,Turn down the heat in the washroom,decrease,heat,washroom
wavs/speakers/oNOZxyvRe3Ikx3La/9ecf3540-450a-11e9-9539-7f047cfe24d1.wav,Turn down the volume,decrease,volume,none
wavs/speakers/Xygv5loxdZtrywr9/8d30a0d0-452d-11e9-b1e4-e5985dca719e.wav,Turn the washroom lights off,deactivate,lights,washroom
wavs/speakers/ro5AaKwypZIqNEp2/1f99bdb0-4481-11e9-a9a5-5dbec3b8816a.wav,Pause music,deactivate,music,none
wavs/speakers/5BEzPgPKe8taG9OB/ebb89850-457e-11e9-9600-8f19ade2128c.wav,Turn up the heat in the bathroom,increase,heat,washroom
wavs/speakers/ObdQbr9wyDfbmW4E/44bce7d0-443f-11e9-beaa-1f3e1eab7bff.wav,Volume up,increase,volume,none
wavs/speakers/52XVOeXMXYuaElyw/e88b8690-45c6-11e9-8ec0-7bf21d1cfe30.wav,Could you increase the heating please?,increase,heat,none
wavs/speakers/R3mXwwoaX9IoRVKe/13efe5a0-4550-11e9-aa52-bf2189a03a60.wav,Lights off in the kitchen,deactivate,lights,kitchen
wavs/speakers/OepoQ9jWQztn5ZqL/be4a73a0-4602-11e9-bc65-55b32b211b66.wav,Turn the temperature up,increase,heat,none
wavs/speakers/BvyakyrDmQfWEABb/a8ab2f90-4606-11e9-bc65-55b32b211b66.wav,Set language to German,change language,German,none
wavs/speakers/8e5qRjN7dGuovkRY/67dba590-45a1-11e9-bf4b-216bfa333ac2.wav,Decrease the heating in the bathroom,decrease,heat,washroom
wavs/speakers/d3erpmyk9yFlVyrZ/56a12eb0-4607-11e9-bc65-55b32b211b66.wav,Increase the volume,increase,volume,none
wavs/speakers/kNnmb7MdArswxLYw/e98c5f80-45ec-11e9-aa19-e96346c3828f.wav,Turn the bathroom lights on,activate,lights,washroom
wavs/speakers/mor8vDGkaOHzLLWBp/c5a0eec0-4541-11e9-b1e4-e5985dca719e.wav,Pause music,deactivate,music,none
wavs/speakers/mor8vDGkaOHzLLWBp/8dbf8340-4541-11e9-b1e4-e5985dca719e.wav,Decrease the temperature in the kitchen,decrease,heat,kitchen
wavs/speakers/AY5e3mMgZkIyG3Ox/4aff7ab0-446a-11e9-beaa-1f3e1eab7bff.wav,Turn the lights off,deactivate,lights,none
wavs/speakers/ro5AaKwypZIqNEp2/15f54910-4480-11e9-a9a5-5dbec3b8816a.wav,Turn off the kitchen lights,deactivate,lights,kitchen
wavs/speakers/R3mXwwoaX9IoRVKe/67297490-4549-11e9-aa52-bf2189a03a60.wav,Louder phone,increase,volume,none
wavs/speakers/RjDBre8jzzhdr4YL/6787eaf0-441a-11e9-85a0-dd11eb2f13b6.wav,Washroom heat up,increase,heat,washroom
wavs/speakers/gNYvkbx3gof2Y3V9/6bfce980-44e4-11e9-bb82-bdba769643e7.wav,Turn up the heat in the washroom,increase,heat,washroom
wavs/speakers/RjDBre8jzzhdr4YL/2db77a50-4412-11e9-85a0-dd11eb2f13b6.wav,Turn it up,increase,volume,none
wavs/speakers/zaEBPeMY4NUbDnZy/dfb542d0-44d2-11e9-a8b6-e96f2628bf65.wav,Lights on in the bathroom,activate,lights,washroom
wavs/speakers/KLa5k73rZvSlv82X/ad815970-45ea-11e9-b578-494a5b19ab8b.wav,Get me the newspaper,bring,newspaper,none
wavs/speakers/jgxq52DoPpsR9ZRx/5fbe8b20-451a-11e9-9035-7943ec3b842a.wav,Turn it up,increase,volume,none
wavs/speakers/R3mexpM2YAtdPbL7/e63e8d90-44fb-11e9-a1ea-79ca03012c0e.wav,Bedroom lights on,activate,lights,bedroom
wavs/speakers/7NEaXjeLX3sg3yDB/278a2760-454b-11e9-aa52-bf2189a03a60.wav,Bedroom lights off,deactivate,lights,bedroom
wavs/speakers/R3mexpM2YAtdPbL7/06ada2b0-4500-11e9-a1ea-79ca03012c0e.wav,Turn the heat up in the washroom,increase,heat,washroom
wavs/speakers/ZebMRl5Z7dhrPKRD/039356d0-4562-11e9-9600-8f19ade2128c.wav,Bathroom heat up,increase,heat,washroom
wavs/speakers/mor8vDGkaOHzLLWBp/81e378b0-4541-11e9-b1e4-e5985dca719e.wav,Turn down the temperature in the kitchen,decrease,heat,kitchen
wavs/speakers/zaEBPeMY4NUbDnZy/b1aa9c00-44d2-11e9-a8b6-e96f2628bf65.wav,Switch on the washroom lights,activate,lights,washroom
wavs/speakers/5o9BvRGEGvhaeBwA/3b4c7610-44ef-11e9-a1ea-79ca03012c0e.wav,Use a different language,change language,none,none
wavs/speakers/EExgNZ9dvgTE3928/76edea90-4612-11e9-bc65-55b32b211b66.wav,Turn the lamp off,deactivate,lamp,none
wavs/speakers/xPZw23VxroC3N34k/d448a4a0-450e-11e9-9539-7f047cfe24d1.wav,Turn it down,decrease,volume,none
wavs/speakers/d2waAp3pEjiWgrDEY/adf96a50-4513-11e9-9539-7f047cfe24d1.wav,Decrease the heating in the bedroom,decrease,heat,bedroom
wavs/speakers/W4XOzzNEbrtZz4dW/ca2af510-44d0-11e9-a8b6-e96f2628bf65.wav,Washroom heat down,decrease,heat,washroom
wavs/speakers/oXjpaOq4wVUezb3x/122b29d0-4511-11e9-9539-7f047cfe24d1.wav,Turn volume up,increase,volume,none
wavs/speakers/Z7BXPnplxGUjZdmBZ/f49f9220-44f7-11e9-a1ea-79ca03012c0e.wav,Increase the temperature in the kitchen,increase,heat,kitchen
wavs/speakers/5BEzPgPKe8taG9OB/e32cd190-457b-11e9-9600-8f19ade2128c.wav,Switch on the bathroom lights,activate,lights,washroom
wavs/speakers/xwzgmmv5ZOiVaxXz/f78b3d90-453d-11e9-b1e4-e5985dca719e.wav,Set my phone's language to Chinese,change language,Chinese,none
wavs/speakers/LR5vdbQgp3tlMBzB/6c66bd10-45cf-11e9-9992-dfba019cb646.wav,Turn the heat up in the washroom,increase,heat,washroom
wavs/speakers/kNnmb7MdArswxLYw/39cc0700-45f4-11e9-aa19-e96346c3828f.wav,Turn the temperature down in the washroom,decrease,heat,washroom
wavs/speakers/ppzZqYxGkESMdA5Az/80cf86d0-4474-11e9-a9a5-5dbec3b8816a.wav,Switch on the lights in the kitchen,activate,lights,kitchen
wavs/speakers/DMApMRmGq5hjkyvX/df45f8d0-45db-11e9-81ce-69b74fd7e64e.wav,Decrease the heating,decrease,heat,none
wavs/speakers/d2waAp3pEjiWgrDEY/99e3ecd0-4512-11e9-9539-7f047cfe24d1.wav,Quieter,decrease,volume,none
wavs/speakers/xwpvGaaWl5c3G5N3/22e7c900-45ba-11e9-8ec0-7bf21d1cfe30.wav,Turn the temperature down in the bathroom,decrease,heat,washroom
wavs/speakers/d3erpmyk9yFlVyrZ/65af3f50-4607-11e9-bc65-55b32b211b66.wav,Too quiet,increase,volume,none
wavs/speakers/RjDBre8jzzhdr4YL/5fea1ef0-441d-11e9-beaa-1f3e1eab7bff.wav,Decrease the temperature in the kitchen,decrease,heat,kitchen
wavs/speakers/R3mexpM2YAtdPbL7/5a37e580-4500-11e9-a1ea-79ca03012c0e.wav,Turn the temperature down in the washroom,decrease,heat,washroom
wavs/speakers/xwzgmmv5ZOiVaxXz/b7739ad0-4539-11e9-b1e4-e5985dca719e.wav,I need to practice my English. Switch the language,change language,English,none
wavs/speakers/ObdQbr9wyDfbmW4E/58e0b800-4452-11e9-beaa-1f3e1eab7bff.wav,Kitchen heat down,decrease,heat,kitchen
wavs/speakers/9EWlVBQo9rtqRYdy/da7c6f90-45eb-11e9-aa19-e96346c3828f.wav,Pause the music,deactivate,music,none
wavs/speakers/7NEaXjeLX3sg3yDB/81760fe0-454c-11e9-aa52-bf2189a03a60.wav,Fetch the newspaper,bring,newspaper,none
wavs/speakers/d2waAp3pEjiWgrDEY/3324b690-4513-11e9-9539-7f047cfe24d1.wav,Turn the temperature up in the bathroom,increase,heat,washroom
wavs/speakers/8e5qRjN7dGuovkRY/e60b6800-459d-11e9-bf4b-216bfa333ac2.wav,Turn the temperature in the bedroom up,increase,heat,bedroom
wavs/speakers/7NEaXjeLX3sg3yDB/d633c9a0-454c-11e9-aa52-bf2189a03a60.wav,OK now switch the main language to German,change language,German,none
wavs/speakers/EExgNZ9dvgTE3928/22b665e0-4614-11e9-bc65-55b32b211b66.wav,Turn the kitchen temperature down,decrease,heat,kitchen
wavs/speakers/WYmlNV2rDkSaALOE/1c4334c0-4436-11e9-beaa-1f3e1eab7bff.wav,Switch off the washroom lights,deactivate,lights,washroom
wavs/speakers/kxgXN97ALmHbaezp/d4f33dc0-4464-11e9-beaa-1f3e1eab7bff.wav,Louder phone,increase,volume,none
wavs/speakers/DMApMRmGq5hjkyvX/a8557270-45da-11e9-81ce-69b74fd7e64e.wav,Turn off the music,deactivate,music,none
wavs/speakers/ZebMRl5Z7dhrPKRD/190bb520-4562-11e9-9600-8f19ade2128c.wav,Make it cooler,decrease,heat,none
wavs/speakers/ObdQbr9wyDfbmW4E/f7ca5ec0-4453-11e9-beaa-1f3e1eab7bff.wav,Louder,increase,volume,none
wavs/speakers/n5XllaB4gZFwZXkBz/954ed8a0-45f4-11e9-aa19-e96346c3828f.wav,Turn the heat down in the washroom,decrease,heat,washroom
wavs/speakers/gNYvkbx3gof2Y3V9/975d54b0-44e0-11e9-bb82-bdba769643e7.wav,Decrease the volume,decrease,volume,none
wavs/speakers/xRQE5VD7rRHVdyvM/40614b30-45c6-11e9-8ec0-7bf21d1cfe30.wav,Decrease the heating,decrease,heat,none
wavs/speakers/W4XOzzNEbrtZz4dW/2f1af420-44d1-11e9-a8b6-e96f2628bf65.wav,Switch the language,change language,none,none
wavs/speakers/oXjpaOq4wVUezb3x/1c796870-4511-11e9-9539-7f047cfe24d1.wav,Volume max,increase,volume,none
wavs/speakers/xwzgmmv5ZOiVaxXz/94202310-4538-11e9-b1e4-e5985dca719e.wav,Kitchen heat down,decrease,heat,kitchen
wavs/speakers/kNnmb7MdArswxLYw/e00c77f0-45ed-11e9-aa19-e96346c3828f.wav,Increase the temperature in the bedroom,increase,heat,bedroom
wavs/speakers/9EWlVBQo9rtqRYdy/0d6bffc0-45f0-11e9-aa19-e96346c3828f.wav,Turn down the heat in the kitchen,decrease,heat,kitchen
wavs/speakers/DMApMRmGq5hjkyvX/0dc34980-45da-11e9-81ce-69b74fd7e64e.wav,Go get me my shoes,bring,shoes,none
wavs/speakers/jgxq52DoPpsR9ZRx/e83b8fe0-4518-11e9-9035-7943ec3b842a.wav,Bedroom heat down,decrease,heat,bedroom
wavs/speakers/gNYvkbx3gof2Y3V9/b14302c0-44e1-11e9-bb82-bdba769643e7.wav,Stop music,deactivate,music,none
wavs/speakers/eLQ3mNg27GHLkDej/2eb6eda0-453e-11e9-b1e4-e5985dca719e.wav,Turn the temperature down in the bathroom,decrease,heat,washroom
wavs/speakers/jgxq52DoPpsR9ZRx/504fc440-4517-11e9-9035-7943ec3b842a.wav,Turn the temperature down,decrease,heat,none
wavs/speakers/neaPN7GbBEUex8rV/21ea5000-45d7-11e9-81ce-69b74fd7e64e.wav,Turn the temperature down in the bathroom,decrease,heat,washroom
wavs/speakers/WYmlNV2rDkSaALOE/a0526a00-4432-11e9-beaa-1f3e1eab7bff.wav,Turn the heat up,increase,heat,none
wavs/speakers/NWAAAQQZDXC5b9Mk/8c64b9a0-444e-11e9-beaa-1f3e1eab7bff.wav,Turn the lamp off,deactivate,lamp,none
wavs/speakers/kNnmb7MdArswxLYw/8a8f61a0-45f4-11e9-aa19-e96346c3828f.wav,Fetch the newspaper,bring,newspaper,none
wavs/speakers/5BEzPgPKe8taG9OB/6e601fe0-457e-11e9-9600-8f19ade2128c.wav,I can't hear that,increase,volume,none
wavs/speakers/73bEEYMKLwtmVwV43/ef510520-452d-11e9-b1e4-e5985dca719e.wav,Turn up the bathroom temperature,increase,heat,washroom
wavs/speakers/AY5e3mMgZkIyG3Ox/275174f0-446b-11e9-beaa-1f3e1eab7bff.wav,Volume mute,decrease,volume,none
wavs/speakers/xwpvGaaWl5c3G5N3/256db090-45ba-11e9-8ec0-7bf21d1cfe30.wav,Turn down the heat in the bathroom,decrease,heat,washroom
wavs/speakers/qNY4Qwveojc8jlm4/0a427f80-44cf-11e9-a8b6-e96f2628bf65.wav,Go get me my socks,bring,socks,none
wavs/speakers/mor8vDGkaOHzLLWBp/97696b90-4541-11e9-b1e4-e5985dca719e.wav,Turn down the bedroom heat,decrease,heat,bedroom
wavs/speakers/eLQ3mNg27GHLkDej/ea9469a0-453c-11e9-b1e4-e5985dca719e.wav,Turn off the lights in the bedroom,deactivate,lights,bedroom
wavs/speakers/8e5qRjN7dGuovkRY/edf9dd50-45a0-11e9-bf4b-216bfa333ac2.wav,Increase the heating in the bedroom,increase,heat,bedroom
wavs/speakers/Rq9EA8dEeZcEwada2/0fe6dae0-45dc-11e9-81ce-69b74fd7e64e.wav,Lower the volume,decrease,volume,none
wavs/speakers/R3mXwwoaX9IoRVKe/1d6dae80-4548-11e9-aa52-bf2189a03a60.wav,Turn the bedroom lights on,activate,lights,bedroom
wavs/speakers/73bEEYMKLwtmVwV43/a31d2840-452e-11e9-b1e4-e5985dca719e.wav,Go get me some juice,bring,juice,none
wavs/speakers/W4XOzzNEbrtZz4dW/07e3bd10-44d1-11e9-a8b6-e96f2628bf65.wav,Go get me some juice,bring,juice,none
wavs/speakers/DMApMRmGq5hjkyvX/b04bde60-45da-11e9-81ce-69b74fd7e64e.wav,Play the music,activate,music,none
wavs/speakers/qNY4Qwveojc8jlm4/fa5bd740-44d0-11e9-a8b6-e96f2628bf65.wav,Stop,deactivate,music,none
wavs/speakers/xEYa2wgAQof3wyEO/1e954e50-4537-11e9-b1e4-e5985dca719e.wav,Turn off the washroom lights,deactivate,lights,washroom
wavs/speakers/xEYa2wgAQof3wyEO/a18919c0-4539-11e9-b1e4-e5985dca719e.wav,Turn up the bedroom heat,increase,heat,bedroom
wavs/speakers/9EWlVBQo9rtqRYdy/1055b990-45ed-11e9-aa19-e96346c3828f.wav,Decrease sound levels,decrease,volume,none
wavs/speakers/zZezMeg5XvcbRdg3/ced9d440-45da-11e9-81ce-69b74fd7e64e.wav,Washroom lights off,deactivate,lights,washroom
wavs/speakers/Xygv5loxdZtrywr9/08ebb9c0-452a-11e9-a843-8db76f4b5e29.wav,Switch the lights on,activate,lights,none
wavs/speakers/xwpvGaaWl5c3G5N3/9089d850-45b9-11e9-8ec0-7bf21d1cfe30.wav,Increase the temperature in the bedroom,increase,heat,bedroom
wavs/speakers/DMApMRmGq5hjkyvX/20bd7350-45d8-11e9-81ce-69b74fd7e64e.wav,Turn it down,decrease,volume,none
wavs/speakers/kNnmb7MdArswxLYw/15eefba0-45ed-11e9-aa19-e96346c3828f.wav,Switch the bedroom lights off,deactivate,lights,bedroom
wavs/speakers/X4vEl3glp9urv4GN/5f9a4f90-4541-11e9-b1e4-e5985dca719e.wav,Turn on the washroom lights,activate,lights,washroom
wavs/speakers/gvKeNY2D3Rs2jRdL/735792f0-459a-11e9-bf4b-216bfa333ac2.wav,Get me some juice,bring,juice,none
wavs/speakers/BvyakyrDmQfWEABb/616a7fd0-45fe-11e9-bc65-55b32b211b66.wav,Heat up,increase,heat,none
wavs/speakers/zZezMeg5XvcbRdg3/e7325a00-45d8-11e9-81ce-69b74fd7e64e.wav,Set language to Chinese,change language,Chinese,none
wavs/speakers/g2dnA9Wpvzi2WAmZ/05becbb0-4549-11e9-aa52-bf2189a03a60.wav,Turn the temperature in the bedroom down,decrease,heat,bedroom
wavs/speakers/R3mexpM2YAtdPbL7/ec04f2c0-44fe-11e9-a1ea-79ca03012c0e.wav,Turn the heat down,decrease,heat,none
wavs/speakers/W4XOzzNEbrtZz4dW/5f1f67c0-44d4-11e9-a8b6-e96f2628bf65.wav,Set my phone's language to English,change language,English,none
wavs/speakers/mor8vDGkaOHzLLWBp/01846c70-4540-11e9-b1e4-e5985dca719e.wav,Lights on in the bedroom,activate,lights,bedroom
wavs/speakers/9EWlVBQo9rtqRYdy/39a2ed70-45ef-11e9-aa19-e96346c3828f.wav,Washroom lights off,deactivate,lights,washroom
wavs/speakers/zZezMeg5XvcbRdg3/2cb8cd10-45d5-11e9-9992-dfba019cb646.wav,Too quiet,increase,volume,none
wavs/speakers/R3mXwwoaX9IoRVKe/0bef0ee0-454f-11e9-aa52-bf2189a03a60.wav,Switch on the lights,activate,lights,none
wavs/speakers/xEYa2wgAQof3wyEO/f30938e0-4532-11e9-b1e4-e5985dca719e.wav,Decrease sound levels,decrease,volume,none
wavs/speakers/BvyakyrDmQfWEABb/cb1e4ee0-4606-11e9-bc65-55b32b211b66.wav,I need to practice my German. Switch the language,change language,German,none
wavs/speakers/xwzgmmv5ZOiVaxXz/481bd820-452d-11e9-b1e4-e5985dca719e.wav,Turn on the washroom lights,activate,lights,washroom
wavs/speakers/xEYa2wgAQof3wyEO/ec725260-4531-11e9-b1e4-e5985dca719e.wav,Turn on the washroom lights,activate,lights,washroom
wavs/speakers/neaPN7GbBEUex8rV/43c782d0-45d5-11e9-9992-dfba019cb646.wav,Increase the temperature in the kitchen,increase,heat,kitchen
wavs/speakers/WYmlNV2rDkSaALOE/89c54380-4436-11e9-beaa-1f3e1eab7bff.wav,Turn up the temperature in the bedroom,increase,heat,bedroom
wavs/speakers/AY5e3mMgZkIyG3Ox/b3eacdd0-446b-11e9-beaa-1f3e1eab7bff.wav,Decrease the temperature in the kitchen,decrease,heat,kitchen
wavs/speakers/zaEBPeMY4NUbDnZy/a55ad1f0-44db-11e9-a8b6-e96f2628bf65.wav,Quieter,decrease,volume,none
wavs/speakers/zZezMeg5XvcbRdg3/ad1009c0-45d9-11e9-81ce-69b74fd7e64e.wav,Turn the heat down,decrease,heat,none
wavs/speakers/8e5qRjN7dGuovkRY/a1987d40-45a0-11e9-bf4b-216bfa333ac2.wav,That’s too loud,decrease,volume,none
wavs/speakers/qNY4Qwveojc8jlm4/df1718f0-44d0-11e9-a8b6-e96f2628bf65.wav,Turn down the heat in the washroom,decrease,heat,washroom
wavs/speakers/9EWlVBQo9rtqRYdy/c3251b40-45ef-11e9-aa19-e96346c3828f.wav,Increase the heating in the bedroom,increase,heat,bedroom
wavs/speakers/WYmlNV2rDkSaALOE/7efb9350-4436-11e9-beaa-1f3e1eab7bff.wav,Increase the temperature in the kitchen,increase,heat,kitchen
wavs/speakers/oXjpaOq4wVUezb3x/2e7cb9b0-4510-11e9-9539-7f047cfe24d1.wav,Use a different language,change language,none,none
wavs/speakers/NWAAAQQZDXC5b9Mk/3f4ee130-444f-11e9-beaa-1f3e1eab7bff.wav,Lights off in the bedroom,deactivate,lights,bedroom
wavs/speakers/ppzZqYxGkESMdA5Az/cf8de9b0-4474-11e9-a9a5-5dbec3b8816a.wav,Lights off in the kitchen,deactivate,lights,kitchen
wavs/speakers/ppzZqYxGkESMdA5Az/ece45f10-4476-11e9-a9a5-5dbec3b8816a.wav,Set the language,change language,none,none
wavs/speakers/oRrwPDNPlAieQr8Q/7f217250-451c-11e9-9035-7943ec3b842a.wav,Start the music,activate,music,none
wavs/speakers/KqDyvgWm4Wh8ZDM7/bf4605a0-44d9-11e9-a8b6-e96f2628bf65.wav,Increase the heating in the bedroom,increase,heat,bedroom
wavs/speakers/kNnmb7MdArswxLYw/474daf70-45ed-11e9-aa19-e96346c3828f.wav,Too quiet,increase,volume,none
wavs/speakers/G3QxQd7qGRuXAZda/047f3170-45e6-11e9-b578-494a5b19ab8b.wav,Switch the lights on,activate,lights,none
wavs/speakers/kNnmb7MdArswxLYw/7a8aff90-45f3-11e9-aa19-e96346c3828f.wav,Turn up the temperature in the kitchen,increase,heat,kitchen
wavs/speakers/WYmlNV2rDkSaALOE/f63afd40-4434-11e9-beaa-1f3e1eab7bff.wav,Turn the heat down in the bathroom,decrease,heat,washroom
wavs/speakers/gvKeNY2D3Rs2jRdL/5dcbf790-4596-11e9-bf4b-216bfa333ac2.wav,Increase the temperature in the kitchen,increase,heat,kitchen
wavs/speakers/zaEBPeMY4NUbDnZy/116c9df0-44d3-11e9-a8b6-e96f2628bf65.wav,Switch the lights off in the kitchen,deactivate,lights,kitchen
wavs/speakers/ro5AaKwypZIqNEp2/a998ce90-447f-11e9-a9a5-5dbec3b8816a.wav,Make the music louder,increase,volume,none
wavs/speakers/M4ybygBlWqImBn9oZ/fcae0430-454a-11e9-aa52-bf2189a03a60.wav,Increase the temperature in the kitchen,increase,heat,kitchen
wavs/speakers/anvKyBjB5OiP5dYZ/6065d7f0-4578-11e9-9600-8f19ade2128c.wav,Volume down,decrease,volume,none
wavs/speakers/zaEBPeMY4NUbDnZy/1d069cd0-44db-11e9-a8b6-e96f2628bf65.wav,I can't hear that,increase,volume,none
wavs/speakers/ObdQbr9wyDfbmW4E/9df442d0-443f-11e9-beaa-1f3e1eab7bff.wav,Turn the lights on in the kitchen,activate,lights,kitchen
wavs/speakers/WYmlNV2rDkSaALOE/daf5d450-4435-11e9-beaa-1f3e1eab7bff.wav,Switch the kitchen lights on,activate,lights,kitchen
wavs/speakers/R3mexpM2YAtdPbL7/32d5f1c0-44fc-11e9-a1ea-79ca03012c0e.wav,Washroom lights off,deactivate,lights,washroom
wavs/speakers/xwzgmmv5ZOiVaxXz/050f6290-452d-11e9-b1e4-e5985dca719e.wav,Turn the lamp off,deactivate,lamp,none
wavs/speakers/BvyakyrDmQfWEABb/ca7a1840-4609-11e9-bc65-55b32b211b66.wav,Turn the temperature up in the bathroom,increase,heat,washroom
wavs/speakers/X4vEl3glp9urv4GN/30767090-4541-11e9-b1e4-e5985dca719e.wav,Turn the lamp off,deactivate,lamp,none
wavs/speakers/n5XllaB4gZFwZXkBz/01405920-45f1-11e9-aa19-e96346c3828f.wav,Turn the heat down in the bathroom,decrease,heat,washroom
wavs/speakers/xEYa2wgAQof3wyEO/bdab9870-453a-11e9-b1e4-e5985dca719e.wav,Change the language,change language,none,none
wavs/speakers/d2waAp3pEjiWgrDEY/8941b890-451b-11e9-9035-7943ec3b842a.wav,Bring shoes,bring,shoes,none
wavs/speakers/d2waAp3pEjiWgrDEY/6f3a9540-4519-11e9-9035-7943ec3b842a.wav,Turn the washroom lights on,activate,lights,washroom
wavs/speakers/kNnmb7MdArswxLYw/00b1df50-45f2-11e9-aa19-e96346c3828f.wav,Resume,activate,music,none
wavs/speakers/Xygv5loxdZtrywr9/d70b2460-452c-11e9-b1e4-e5985dca719e.wav,Decrease the heating in the bathroom,decrease,heat,washroom
wavs/speakers/RjDBre8jzzhdr4YL/49b21b20-4412-11e9-85a0-dd11eb2f13b6.wav,That's too quiet,increase,volume,none
wavs/speakers/9EWlVBQo9rtqRYdy/e5bd99b0-45eb-11e9-aa19-e96346c3828f.wav,Lights on,activate,lights,none
wavs/speakers/M4ybygBlWqImBn9oZ/08c00850-454a-11e9-aa52-bf2189a03a60.wav,Kitchen lights on,activate,lights,kitchen
wavs/speakers/kxgXN97ALmHbaezp/4e0743d0-4467-11e9-beaa-1f3e1eab7bff.wav,Lights on in the bathroom,activate,lights,washroom
wavs/speakers/8e5qRjN7dGuovkRY/52b9f2c0-45a1-11e9-bf4b-216bfa333ac2.wav,Turn the heat down in the washroom,decrease,heat,washroom
wavs/speakers/KqDyvgWm4Wh8ZDM7/1c3e7660-44d1-11e9-a8b6-e96f2628bf65.wav,Switch on the lights in the kitchen,activate,lights,kitchen
wavs/speakers/R3mexpM2YAtdPbL7/b1277360-4500-11e9-a1ea-79ca03012c0e.wav,Go get me my socks,bring,socks,none
wavs/speakers/BvyakyrDmQfWEABb/2c8defe0-45fe-11e9-bc65-55b32b211b66.wav,Lower the volume,decrease,volume,none
wavs/speakers/8e5qRjN7dGuovkRY/50553250-45a2-11e9-bf4b-216bfa333ac2.wav,Set my phone's language to English,change language,English,none
wavs/speakers/Rq9EA8dEeZcEwada2/bca009b0-45db-11e9-81ce-69b74fd7e64e.wav,Lights off in the washroom,deactivate,lights,washroom
wavs/speakers/xEYa2wgAQof3wyEO/1ba97900-4537-11e9-b1e4-e5985dca719e.wav,Bedroom lights off,deactivate,lights,bedroom
wavs/speakers/xPZw23VxroC3N34k/2998a8c0-450e-11e9-9539-7f047cfe24d1.wav,Turn the kitchen lights on,activate,lights,kitchen
wavs/speakers/8e5qRjN7dGuovkRY/326398f0-45a1-11e9-bf4b-216bfa333ac2.wav,Turn down the temperature in the bedroom,decrease,heat,bedroom
wavs/speakers/ro5AaKwypZIqNEp2/df204480-447f-11e9-a9a5-5dbec3b8816a.wav,Switch the lights on,activate,lights,none
wavs/speakers/qNY4Qwveojc8jlm4/0965a980-44ce-11e9-a8b6-e96f2628bf65.wav,I need volume,increase,volume,none
wavs/speakers/ro5AaKwypZIqNEp2/e85bd340-4482-11e9-a9a5-5dbec3b8816a.wav,Bathroom heat up,increase,heat,washroom
wavs/speakers/xEYa2wgAQof3wyEO/5e655300-4536-11e9-b1e4-e5985dca719e.wav,Switch on the lamp,activate,lamp,none
wavs/speakers/8e5qRjN7dGuovkRY/3cb7ddf0-4594-11e9-9600-8f19ade2128c.wav,Play the music,activate,music,none
wavs/speakers/8e5qRjN7dGuovkRY/46b05a70-459f-11e9-bf4b-216bfa333ac2.wav,Turn the lights off,deactivate,lights,none
wavs/speakers/jgxq52DoPpsR9ZRx/c139a430-4519-11e9-9035-7943ec3b842a.wav,Make the music louder,increase,volume,none
wavs/speakers/n5XllaB4gZFwZXkBz/31901120-45f5-11e9-aa19-e96346c3828f.wav,Switch languages,change language,none,none
wavs/speakers/xwzgmmv5ZOiVaxXz/5969f740-4539-11e9-b1e4-e5985dca719e.wav,Use a different language,change language,none,none
wavs/speakers/d3erpmyk9yFlVyrZ/83a4d380-460c-11e9-bc65-55b32b211b66.wav,Increase the sound,increase,volume,none
wavs/speakers/qNY4Qwveojc8jlm4/427570f0-44d0-11e9-a8b6-e96f2628bf65.wav,Volume mute,decrease,volume,none
wavs/speakers/9EWlVBQo9rtqRYdy/db0d04e0-45ed-11e9-aa19-e96346c3828f.wav,Turn the temperature down in the bathroom,decrease,heat,washroom
wavs/speakers/WYmlNV2rDkSaALOE/436f4840-4436-11e9-beaa-1f3e1eab7bff.wav,"I need to hear this, increase the volume",increase,volume,none
wavs/speakers/oXjpaOq4wVUezb3x/9a99ba30-4510-11e9-9539-7f047cfe24d1.wav,Turn down the heat,decrease,heat,none
